game_id,visiting_team,win
2769,SEA,0
2770,PIT,0
2771,HOU,0
2772,TB,0
2773,CHI,1
2774,NE,0
2775,NYJ,1
2776,NO,1
2777,MIA,0
2778,SD,1
2779,ARI,0
2780,NYG,1
2781,IND,0
2782,KC,0
2783,DAL,0
2784,PIT,1
2785,BAL,0
2786,DET,0
2787,MIN,0
2788,NYJ,1
2789,CIN,0
2790,TEN,0
2791,CAR,0
2792,HOU,0
2793,KC,0
2794,DAL,1
2795,SEA,1
2796,STL,0
2797,NE,1
2798,PHI,1
2799,CHI,1
2800,BUF,1
2801,DET,0
2802,HOU,0
2803,OAK,0
2804,BAL,1
2805,CLE,0
2806,WAS,1
2807,ARI,0
2808,GB,1
2809,SEA,0
2810,ATL,1
2811,TB,1
2812,IND,0
2813,NYG,0
2814,DEN,0
2815,NE,1
2816,NO,1
2817,CIN,0
2818,GB,0
2819,PIT,1
2820,PHI,0
2821,CAR,0
2822,JAC,0
2823,MIN,1
2824,TB,0
2825,TEN,0
2826,KC,1
2827,MIA,1
2828,STL,1
2829,SD,1
2830,SF,1
2831,HOU,0
2832,NO,1
2833,CHI,1
2834,SF,0
2835,JAC,1
2836,DEN,0
2837,CLE,1
2838,BUF,0
2839,WAS,0
2840,ATL,1
2841,OAK,1
2842,CAR,0
2843,STL,1
2844,DAL,1
2845,PIT,1
2846,NYJ,0
2847,IND,1
2848,CLE,0
2849,NE,1
2850,GB,0
2851,CIN,0
2852,TB,1
2853,ATL,1
2854,OAK,0
2855,SEA,0
2856,STL,0
2857,MIA,1
2858,DEN,0
2859,KC,0
2860,PHI,1
2861,NYG,1
2862,BAL,1
2863,SF,0
2864,CLE,0
2865,WAS,0
2866,HOU,0
2867,JAC,0
2868,KC,1
2869,BUF,1
2870,DET,1
2871,ARI,0
2872,NO,0
2873,PHI,1
2874,ATL,1
2875,NYJ,1
2876,DEN,0
2877,GB,0
2878,CHI,1
2879,CAR,0
2880,DAL,0
2881,NE,1
2882,NYJ,0
2883,BAL,1
2884,TEN,0
2885,SF,0
2886,DET,1
2887,SEA,0
2888,WAS,1
2889,IND,1
2890,HOU,0
2891,NYG,0
2892,SD,0
2893,NO,1
2894,MIN,1
2895,CAR,0
2896,PIT,1
2897,MIN,0
2898,CHI,0
2899,TEN,0
2900,OAK,1
2901,MIA,0
2902,NYG,1
2903,CIN,0
2904,JAC,0
2905,TB,1
2906,BUF,0
2907,DAL,1
2908,ARI,0
2909,SD,1
2910,STL,0
2911,NO,0
2912,NYJ,1
2913,BAL,1
2914,GB,1
2915,BAL,0
2916,GB,1
2917,SEA,0
2918,NYJ,1
2919,GB,1
2920,NYJ,0
2921,PIT,0
2922,NO,0
2923,ATL,0
2924,IND,0
2925,BUF,1
2926,TEN,0
2927,CIN,1
2928,PHI,1
2929,PIT,0
2930,DET,1
2931,MIN,0
2932,NYG,0
2933,CAR,0
2934,SEA,0
2935,DAL,0
2936,NE,1
2937,OAK,1
2938,SEA,0
2939,BAL,0
2940,JAC,0
2941,ARI,0
2942,OAK,0
2943,TB,1
2944,CHI,0
2945,GB,1
2946,CLE,1
2947,KC,0
2948,DAL,1
2949,CIN,0
2950,HOU,1
2951,SD,0
2952,PHI,0
2953,STL,0
2954,JAC,0
2955,DEN,0
2956,HOU,0
2957,DET,1
2958,NYG,1
2959,NE,0
2960,MIA,0
2961,SF,1
2962,NYJ,0
2963,BAL,1
2964,KC,0
2965,ATL,0
2966,GB,1
2967,ARI,0
2968,PIT,1
2969,WAS,0
2970,DET,1
2971,CAR,0
2972,NO,1
2973,TEN,1
2974,BUF,0
2975,MIN,0
2976,SF,1
2977,WAS,1
2978,PIT,0
2979,ATL,1
2980,NYG,1
2981,DEN,0
2982,NE,1
2983,MIA,0
2984,NYJ,0
2985,IND,0
2986,NO,1
2987,PHI,0
2988,SEA,1
2989,CIN,1
2990,KC,1
2991,TEN,0
2992,ARI,0
2993,OAK,1
2994,TB,0
2995,NYJ,0
2996,SD,1
2997,GB,1
2998,CHI,0
2999,CAR,0
3000,SF,1
3001,IND,0
3002,PHI,1
3003,STL,0
3004,JAC,0
3005,BUF,0
3006,CLE,0
3007,HOU,0
3008,NO,0
3009,DAL,0
3010,MIN,0
3011,MIA,0
3012,SD,0
3013,SEA,0
3014,ATL,1
3015,WAS,0
3016,CHI,1
3017,DEN,1
3018,HOU,1
3019,PIT,1
3020,KC,1
3021,GB,1
3022,STL,0
3023,IND,0
3024,BAL,0
3025,NO,0
3026,MIA,0
3027,ARI,0
3028,MIN,1
3029,IND,0
3030,JAC,0
3031,DET,1
3032,WAS,0
3033,CIN,1
3034,CLE,0
3035,NE,0
3036,DAL,0
3037,SD,0
3038,MIA,1
3039,TB,0
3040,ATL,1
3041,CLE,0
3042,NYJ,1
3043,SF,1
3044,SEA,0
3045,CIN,1
3046,DEN,1
3047,NYG,1
3048,STL,0
3049,GB,1
3050,BAL,1
3051,CHI,1
3052,OAK,1
3053,DET,0
3054,JAC,1
3055,DEN,1
3056,PIT,1
3057,BUF,0
3058,NO,1
3059,STL,1
3060,WAS,0
3061,HOU,1
3062,TEN,1
3063,ARI,1
3064,BAL,0
3065,NYG,0
3066,NE,1
3067,MIN,0
3068,NYJ,0
3069,CAR,0
3070,TB,0
3071,DAL,1
3072,BUF,0
3073,JAC,0
3074,TEN,0
3075,OAK,1
3076,CIN,0
3077,SEA,1
3078,ARI,0
3079,SD,0
3080,PHI,1
3081,KC,0
3082,GB,1
3083,MIA,0
3084,SF,0
3085,MIN,0
3086,HOU,1
3087,TB,0
3088,ARI,1
3089,CLE,0
3090,BUF,0
3091,CAR,1
3092,WAS,1
3093,CHI,0
3094,NE,1
3095,DEN,1
3096,PIT,1
3097,NYG,0
3098,PHI,0
3099,OAK,0
3100,ATL,0
3101,TEN,1
3102,KC,1
3103,NYJ,1
3104,CIN,0
3105,BAL,1
3106,CAR,1
3107,IND,0
3108,DEN,1
3109,DAL,0
3110,STL,0
3111,GB,1
3112,DET,0
3113,SD,1
3114,CLE,0
3115,TB,0
3116,NE,1
3117,HOU,1
3118,KC,0
3119,MIN,0
3120,NO,1
3121,PHI,1
3122,OAK,0
3123,IND,0
3124,ATL,1
3125,CHI,0
3126,SF,0
3127,BUF,0
3128,NYG,1
3129,STL,0
3130,JAC,0
3131,DAL,1
3132,CIN,1
3133,MIA,1
3134,WAS,1
3135,TEN,0
3136,SEA,1
3137,GB,0
3138,CAR,1
3139,NO,1
3140,DET,1
3141,CLE,0
3142,NYJ,0
3143,NE,1
3144,BAL,0
3145,PIT,0
3146,HOU,0
3147,MIA,0
3148,CLE,0
3149,ARI,0
3150,MIN,1
3151,DEN,0
3152,STL,0
3153,NYG,1
3154,TB,0
3155,JAC,0
3156,OAK,1
3157,SD,0
3158,PHI,1
3159,SF,1
3160,CHI,0
3161,ATL,0
3162,WAS,0
3163,PIT,1
3164,BAL,1
3165,NYJ,0
3166,CAR,0
3167,TB,0
3168,DET,0
3169,SF,1
3170,IND,0
3171,BUF,0
3172,TEN,1
3173,CHI,1
3174,KC,1
3175,SD,1
3176,SEA,0
3177,DAL,0
3178,CIN,0
3179,DET,0
3180,ATL,0
3181,PIT,0
3182,NO,0
3183,DEN,0
3184,HOU,0
3185,NYG,1
3186,BAL,0
3187,NYG,1
3188,NYG,1
3189,DAL,1
3190,IND,0
3191,PHI,1
3192,ATL,1
3193,BUF,0
3194,STL,0
3195,WAS,1
3196,MIA,0
3197,NE,1
3198,JAC,0
3199,CAR,0
3200,SEA,0
3201,SF,1
3202,PIT,0
3203,CIN,0
3204,SD,1
3205,CHI,0
3206,CLE,0
3207,KC,0
3208,MIN,0
3209,BAL,0
3210,TB,0
3211,HOU,1
3212,NO,0
3213,ARI,1
3214,WAS,0
3215,DAL,0
3216,TEN,0
3217,OAK,0
3218,NYJ,0
3219,DET,0
3220,DEN,0
3221,NYG,1
3222,STL,0
3223,BUF,1
3224,JAC,1
3225,TB,0
3226,NYJ,1
3227,CIN,1
3228,KC,1
3229,DET,0
3230,SF,0
3231,PHI,0
3232,ATL,1
3233,HOU,1
3234,PIT,0
3235,NE,0
3236,GB,0
3237,CLE,0
3238,NE,1
3239,SD,1
3240,CAR,0
3241,SF,1
3242,MIN,1
3243,SEA,0
3244,TEN,0
3245,OAK,0
3246,MIA,0
3247,CIN,1
3248,WAS,1
3249,NO,0
3250,NYG,0
3251,CHI,1
3252,ARI,0
3253,MIA,1
3254,BAL,1
3255,GB,0
3256,CLE,0
3257,ATL,1
3258,PHI,0
3259,TEN,0
3260,CHI,1
3261,SEA,1
3262,BUF,0
3263,DEN,0
3264,SD,0
3265,HOU,1
3266,PIT,0
3267,CIN,0
3268,KC,0
3269,STL,0
3270,DET,1
3271,OAK,0
3272,IND,0
3273,DAL,0
3274,BUF,1
3275,NE,0
3276,NYG,1
3277,MIN,0
3278,GB,1
3279,DEN,1
3280,SEA,0
3281,TEN,1
3282,NO,1
3283,CLE,0
3284,WAS,0
3285,DAL,1
3286,GB,1
3287,BAL,0
3288,ARI,0
3289,NYJ,0
3290,JAC,0
3291,PIT,1
3292,DET,0
3293,TB,1
3294,CAR,0
3295,SD,0
3296,ATL,1
3297,MIA,1
3298,SEA,0
3299,JAC,0
3300,NE,1
3301,WAS,0
3302,IND,1
3303,OAK,1
3304,NYG,1
3305,NO,0
3306,SF,1
3307,KC,0
3308,DEN,1
3309,BAL,1
3310,DET,1
3311,ARI,0
3312,CAR,1
3313,BUF,0
3314,CHI,1
3315,MIA,0
3316,TB,1
3317,MIN,0
3318,PIT,1
3319,DAL,0
3320,PHI,0
3321,IND,1
3322,NYG,0
3323,SD,0
3324,TEN,1
3325,DEN,1
3326,BUF,0
3327,OAK,0
3328,ATL,0
3329,DET,0
3330,NYJ,0
3332,DAL,1
3333,HOU,1
3334,KC,0
3335,MIA,0
3336,SD,0
3337,CIN,1
3338,CLE,0
3339,ARI,0
3340,GB,1
3341,TB,1
3342,IND,0
3343,NYJ,1
3344,PHI,0
3345,JAC,0
3346,NO,1
3347,BAL,1
3348,CHI,0
3349,HOU,1
3350,WAS,1
3351,NE,1
3352,MIN,0
3353,OAK,0
3354,PIT,0
3355,ATL,1
3356,DEN,1
3357,BUF,0
3358,SEA,0
3359,TEN,0
3360,BAL,1
3361,STL,1
3362,SF,1
3363,GB,0
3364,CAR,1
3365,NO,0
3366,SEA,1
3367,JAC,0
3368,CAR,0
3369,NE,1
3370,ARI,0
3371,IND,1
3372,MIN,0
3373,SF,0
3374,HOU,1
3375,TB,0
3376,CIN,1
3377,CLE,1
3378,PIT,1
3379,PHI,0
3380,NYG,0
3381,DEN,1
3382,DAL,1
3383,STL,1
3384,KC,0
3385,PHI,1
3386,TEN,0
3387,NYJ,1
3388,ATL,0
3389,BAL,0
3390,SD,1
3391,CHI,0
3392,MIA,0
3393,NO,0
3394,ARI,0
3395,DET,0
3396,HOU,0
3397,CIN,1
3398,GB,1
3399,WAS,1
3400,JAC,0
3401,NYG,0
3402,MIN,1
3403,DEN,1
3404,TB,0
3405,IND,0
3406,SEA,1
3407,DET,0
3408,CAR,1
3409,PIT,0
3410,KC,0
3411,SF,1
3412,NYJ,0
3413,ATL,1
3414,STL,1
3415,IND,1
3416,NO,1
3417,SD,1
3418,BUF,0
3419,WAS,1
3420,NE,1
3421,TEN,0
3422,OAK,0
3423,NYG,0
3424,CIN,1
3425,MIN,1
3426,CLE,0
3427,CHI,1
3428,SF,0
3429,BAL,0
3430,NYJ,0
3431,HOU,0
3432,TB,1
3433,PHI,0
3434,CHI,1
3435,MIA,0
3436,CAR,1
3437,CLE,0
3438,JAC,0
3439,GB,0
3440,ARI,0
3441,KC,0
3442,OAK,0
3443,STL,0
3444,DAL,0
3445,CIN,0
3446,MIN,0
3447,IND,0
3448,SEA,1
3449,BAL,1
3450,GB,0
3451,SEA,0
3452,HOU,0
3453,SF,1
3454,BAL,1
3455,BAL,1
3456,BAL,0
3457,NE,1
3458,CIN,0
3459,MIA,1
3460,OAK,0
3461,KC,1
3462,TB,0
3463,TEN,1
3464,ATL,0
3465,SEA,1
3466,MIN,0
3467,GB,0
3468,ARI,0
3469,NYG,0
3470,PHI,1
3471,HOU,1
3472,NYJ,0
3473,DAL,0
3474,STL,0
3475,SD,1
3476,TEN,0
3477,MIA,1
3478,CAR,0
3479,CLE,0
3480,WAS,0
3481,MIN,0
3482,NO,1
3483,DET,0
3484,JAC,0
3485,DEN,1
3486,SF,0
3487,PIT,0
3488,KC,1
3489,TB,0
3490,ARI,0
3491,SD,0
3492,GB,0
3493,HOU,0
3494,CLE,1
3495,NYG,0
3496,STL,0
3497,DET,1
3498,ATL,0
3499,JAC,0
3500,IND,1
3501,BUF,0
3502,CHI,1
3503,OAK,0
3504,SF,1
3505,CHI,0
3506,IND,1
3507,SEA,1
3508,CIN,0
3509,BAL,0
3510,PIT,0
3511,ARI,1
3512,NYG,0
3513,NYJ,0
3514,DAL,0
3515,WAS,1
3516,PHI,0
3517,NE,1
3518,MIA,0
3519,BUF,0
3520,NE,0
3521,BAL,1
3522,SEA,0
3523,KC,1
3524,JAC,0
3525,NO,1
3526,DET,0
3527,PHI,1
3528,CAR,0
3529,DEN,1
3530,HOU,0
3531,SD,0
3532,NYJ,1
3533,NYG,0
3534,CAR,1
3535,PHI,1
3536,PIT,1
3537,OAK,0
3538,STL,1
3539,DET,1
3540,GB,1
3541,CIN,1
3542,JAC,0
3543,TEN,0
3544,NO,0
3545,ARI,0
3546,WAS,0
3547,IND,0
3548,SEA,1
3549,TB,0
3550,NE,0
3551,SD,1
3552,HOU,0
3553,BUF,1
3554,CIN,1
3555,DAL,1
3556,STL,0
3557,CHI,0
3558,SF,1
3559,BAL,0
3560,CLE,0
3561,DEN,0
3562,MIN,0
3563,CAR,1
3564,DAL,0
3565,NYG,1
3566,CLE,0
3567,BUF,0
3568,SF,1
3569,MIA,0
3570,PIT,0
3571,NYJ,0
3572,WAS,0
3573,ATL,0
3574,GB,1
3575,SEA,1
3576,CIN,0
3577,KC,1
3578,ATL,0
3579,SD,0
3580,NO,0
3581,TEN,1
3582,MIN,0
3583,TB,0
3584,PHI,1
3585,PIT,0
3586,BAL,0
3587,IND,1
3588,CHI,1
3589,WAS,0
3590,PHI,1
3591,DET,1
3592,STL,1
3593,CIN,0
3594,BUF,0
3595,JAC,1
3596,OAK,0
3597,SEA,1
3598,CAR,1
3599,HOU,0
3600,DEN,1
3601,DAL,0
3602,MIA,0
3603,IND,1
3604,OAK,1
3605,NYJ,0
3606,CLE,0
3607,BAL,0
3608,SD,0
3609,ARI,1
3610,ATL,0
3611,DET,0
3612,WAS,0
3613,MIN,0
3614,SF,0
3615,GB,0
3616,KC,0
3617,NE,0
3618,NO,1
3619,CAR,1
3620,SD,1
3621,PIT,1
3622,JAC,1
3623,NYJ,0
3625,TB,1
3626,CHI,0
3627,IND,0
3628,TEN,1
3629,DAL,1
3630,DEN,0
3631,SF,1
3632,GB,0
3633,OAK,0
3634,PIT,0
3635,DEN,1
3636,JAC,1
3637,TEN,0
3638,ARI,0
3639,MIA,1
3640,CHI,0
3641,TB,0
3642,STL,0
3643,ATL,1
3644,CIN,1
3645,NE,1
3646,NYG,1
3647,NO,0
3648,HOU,0
3649,CLE,0
3650,IND,0
3651,BUF,0
3652,ATL,0
3653,MIN,0
3654,MIA,1
3655,OAK,0
3656,KC,1
3657,DET,0
3658,TEN,0
3659,STL,0
3660,NYG,0
3661,SEA,0
3662,CAR,0
3663,DAL,0
3664,SD,1
3665,CHI,1
3666,HOU,0
3667,BUF,1
3668,WAS,0
3669,NE,0
3670,SF,1
3671,SEA,1
3672,NO,0
3673,PHI,0
3674,ARI,1
3675,NYJ,0
3676,KC,1
3677,GB,1
3678,CIN,0
3679,BAL,1
3680,MIN,0
3681,MIA,0
3682,IND,1
3683,CLE,0
3684,DEN,1
3685,TEN,1
3686,DAL,1
3687,NO,0
3688,TB,0
3689,NYG,1
3690,ARI,1
3691,PIT,1
3692,OAK,0
3693,NE,1
3694,CHI,0
3695,ATL,0
3696,CAR,1
3697,NYJ,1
3698,BAL,0
3699,CLE,0
3700,JAC,0
3701,HOU,0
3702,DET,0
3703,WAS,0
3704,GB,1
3705,BUF,0
3706,TB,0
3707,STL,0
3708,DEN,1
3709,KC,0
3710,SF,1
3711,PHI,1
3712,KC,0
3713,NO,1
3714,SD,1
3715,SF,1
3716,NO,0
3717,IND,0
3718,SF,1
3719,SD,0
3720,NE,0
3721,SF,0
3722,SEA,1
3723,GB,0
3724,NO,0
3725,BUF,1
3726,TEN,1
3727,MIN,1
3728,NE,0
3729,OAK,0
3730,JAC,0
3731,CLE,0
3732,CIN,1
3733,WAS,0
3734,SF,1
3735,CAR,1
3736,IND,0
3737,NYG,0
3738,SD,0
3739,PIT,0
3740,MIA,0
3741,ATL,0
3742,NO,0
3743,DAL,1
3744,NE,1
3745,ARI,1
3746,JAC,0
3747,DET,0
3748,SEA,0
3749,STL,1
3750,KC,0
3751,NYJ,0
3752,HOU,1
3753,CHI,1
3754,PHI,1
3755,TB,0
3756,SD,1
3757,TEN,0
3758,BAL,1
3759,GB,0
3760,DAL,1
3761,OAK,0
3762,MIN,0
3763,HOU,0
3764,WAS,0
3765,IND,1
3766,SF,0
3767,KC,1
3768,DEN,0
3769,PIT,1
3770,CHI,1
3771,NYG,1
3772,GB,1
3773,TEN,0
3774,MIA,1
3775,DET,1
3776,TB,1
3777,CAR,0
3778,BUF,0
3779,JAC,0
3780,ATL,0
3781,PHI,0
3782,NO,0
3783,NE,0
3784,MIN,0
3785,HOU,0
3786,BUF,1
3787,CLE,1
3788,BAL,0
3789,TB,0
3790,ATL,0
3791,STL,0
3792,CHI,0
3793,PIT,1
3794,ARI,0
3795,NYJ,0
3796,KC,0
3797,CIN,0
3798,SEA,1
3799,IND,1
3800,CHI,1
3801,NE,1
3803,PIT,0
3804,JAC,0
3805,GB,1
3806,DET,1
3807,DEN,1
3808,BAL,1
3809,SD,1
3810,WAS,0
3811,DAL,1
3812,NYG,0
3813,SF,1
3814,NYJ,0
3815,MIN,0
3816,MIA,1
3817,NO,0
3818,CAR,0
3819,CIN,0
3820,SEA,0
3821,TEN,0
3822,CLE,0
3823,ATL,0
3824,KC,1
3825,NYG,0
3826,ARI,1
3827,SF,0
3828,HOU,0
3829,SD,0
3830,DET,1
3831,BAL,0
3832,HOU,1
3833,STL,0
3834,CHI,0
3835,BUF,1
3836,MIN,1
3837,SEA,1
3838,MIA,1
3839,PHI,0
3840,OAK,0
3841,IND,0
3842,GB,0
3843,WAS,1
3844,NO,1
3845,JAC,0
3846,TB,0
3847,ARI,1
3848,NYJ,0
3849,SD,0
3850,WAS,0
3851,PHI,1
3852,STL,1
3853,DEN,0
3854,OAK,0
3855,BAL,0
3856,IND,1
3857,CLE,1
3858,KC,1
3859,MIA,0
3860,SF,1
3861,PIT,0
3862,ATL,1
3863,DAL,1
3864,TEN,0
3865,DEN,1
3866,STL,0
3867,NYG,0
3868,CHI,0
3869,CAR,0
3870,BUF,0
3871,MIN,0
3872,HOU,1
3873,PHI,0
3874,SEA,0
3875,DEN,0
3876,CIN,1
3877,SF,1
3878,TB,1
3879,ATL,1
3880,OAK,0
3881,DET,0
3882,NE,1
3883,PIT,1
3884,KC,0
3885,CLE,1
3886,TB,0
3887,JAC,0
3888,GB,1
3889,DET,0
3890,TEN,0
3891,CIN,1
3892,STL,0
3893,ARI,0
3894,MIA,0
3895,WAS,0
3896,DAL,1
3897,NYJ,0
3898,BAL,1
3899,CHI,0
3900,PHI,1
3901,SEA,1
3902,CLE,0
3903,WAS,0
3904,OAK,0
3905,CAR,0
3906,NO,1
3907,CIN,1
3908,NYG,0
3909,SD,1
3910,TEN,0
3911,ARI,0
3912,NE,0
3913,DEN,1
3914,MIA,1
3915,DAL,1
3916,PIT,1
3917,IND,1
3918,TB,0
3919,NYG,1
3920,BAL,1
3921,NYJ,0
3922,CAR,1
3923,STL,1
3924,HOU,1
3925,BUF,0
3926,KC,0
3927,SF,0
3928,SEA,1
3929,NE,1
3930,ATL,0
3931,ARI,1
3932,PIT,1
3933,GB,0
3934,CIN,1
3935,MIN,0
3936,HOU,0
3937,OAK,0
3938,MIA,0
3939,WAS,0
3940,TB,0
3941,JAC,0
3942,NYJ,1
3943,DEN,1
3944,SF,0
3945,DAL,1
3946,NO,1
3947,TEN,0
3948,SD,1
3949,PHI,0
3950,DET,1
3951,MIN,0
3952,ATL,1
3953,NE,1
3954,KC,0
3955,GB,1
3956,CLE,0
3957,BAL,0
3958,NYG,1
3959,IND,0
3960,BUF,0
3961,SEA,1
3962,DEN,0
3963,CAR,1
3964,DET,0
3965,IND,1
3966,SD,0
3967,NYJ,1
3968,CHI,0
3969,BUF,1
3970,PHI,1
3971,NO,1
3972,DAL,1
3973,CLE,0
3974,JAC,0
3975,OAK,0
3976,ARI,0
3977,STL,0
3978,CIN,0
3979,ARI,0
3980,BAL,1
3981,CIN,0
3982,DET,0
3983,BAL,0
3984,CAR,0
3985,DAL,0
3986,IND,1
3987,GB,0
3988,IND,0
3989,NE,1
3990,PIT,0
3991,GB,1
3992,KC,1
3993,CLE,0
3994,IND,0
3995,MIA,1
3996,CAR,1
3997,SEA,0
3998,NO,0
3999,DET,0
4000,TEN,1
4001,CIN,1
4002,BAL,0
4003,NYG,0
4004,PHI,0
4005,MIN,0
4006,DEN,1
4007,HOU,0
4008,SF,0
4009,TB,1
4010,DET,0
4011,ARI,1
4012,NE,1
4013,SD,0
4014,TEN,0
4015,ATL,1
4016,STL,0
4017,MIA,0
4018,BAL,0
4019,DAL,1
4020,SEA,0
4021,NYJ,1
4022,WAS,0
4023,ATL,1
4024,IND,1
4025,OAK,1
4026,CIN,1
4027,JAC,0
4028,NO,0
4029,PHI,1
4030,TB,0
4031,SD,0
4032,PIT,1
4033,SF,0
4034,BUF,1
4035,CHI,0
4036,DEN,1
4037,KC,0
4038,BAL,1
4039,NYJ,1
4040,JAC,0
4041,NYG,1
4042,CAR,1
4043,PHI,0
4044,OAK,0
4045,HOU,0
4046,KC,0
4047,CLE,0
4048,GB,1
4049,STL,1
4050,MIN,0
4051,DAL,0
4052,DET,0
4053,IND,1
4054,CHI,1
4055,SEA,0
4056,WAS,0
4057,JAC,0
4058,NO,0
4059,CLE,1
4060,STL,0
4061,BUF,1
4062,ARI,1
4063,NE,1
4064,DEN,1
4065,SF,0
4066,PIT,1
4067,ATL,0
4068,WAS,0
4069,ARI,0
4070,KC,0
4071,CIN,1
4072,CHI,0
4073,DEN,1
4074,HOU,1
4075,MIA,1
4076,CAR,1
4077,SD,0
4078,BAL,0
4079,NE,1
4080,NYG,0
4081,SEA,1
4082,BUF,0
4083,TB,0
4084,ATL,1
4085,NO,1
4086,MIN,1
4087,PIT,0
4088,CLE,0
4089,HOU,0
4090,NYJ,0
4091,OAK,1
4092,DAL,0
4093,PHI,0
4094,BAL,0
4095,MIA,0
4096,DET,0
4097,TB,1
4098,ARI,1
4099,SF,0
4100,NYG,0
4101,MIN,1
4102,SD,0
4103,CIN,1
4104,TEN,0
4105,NYJ,0
4106,SEA,1
4107,GB,0
4108,IND,0
4109,CLE,0
4110,GB,0
4111,WAS,0
4112,TEN,1
4113,MIA,0
4114,STL,0
4115,JAC,0
4116,OAK,0
4117,NYG,1
4118,ATL,0
4119,DEN,0
4120,PHI,1
4121,CHI,1
4122,BUF,1
4123,DET,1
4124,DAL,0
4125,CAR,1
4126,CHI,1
4127,NO,0
4128,MIA,1
4129,CLE,0
4130,JAC,1
4131,MIN,1
4132,NE,1
4133,KC,1
4134,ARI,1
4135,HOU,1
4136,TEN,0
4137,OAK,0
4138,IND,1
4139,NYJ,0
4140,TB,1
4141,DEN,1
4142,GB,1
4143,STL,0
4144,DAL,1
4145,WAS,0
4146,SF,0
4147,KC,1
4148,CIN,0
4149,BUF,0
4150,PHI,0
4151,CAR,1
4152,CHI,1
4153,NO,0
4154,STL,0
4155,MIN,1
4156,NYG,0
4157,TB,0
4158,BUF,0
4159,OAK,1
4160,SD,1
4161,MIA,0
4162,ARI,1
4163,PIT,0
4164,NE,0
4165,BAL,1
4166,GB,1
4167,NYJ,1
4168,ARI,1
4169,ATL,0
4170,CAR,1
4171,SEA,1
4172,HOU,0
4173,BAL,0
4174,CIN,1
4175,JAC,0
4176,SF,1
4177,DEN,1
4178,KC,1
4179,PHI,1
4180,IND,0
4181,DAL,1
4182,MIN,0
4183,BUF,0
4184,SF,0
4185,DET,0
4186,NO,1
4187,TEN,0
4188,PIT,1
4189,SEA,1
4190,IND,0
4191,SD,0
4192,WAS,1
4193,ATL,0
4194,OAK,1
4195,DAL,0
4196,NE,1
4197,NYG,1
4198,TB,0
4199,NYJ,1
4200,CHI,0
4201,ATL,1
4202,HOU,1
4203,CAR,1
4204,TEN,0
4205,BUF,0
4206,KC,1
4207,CLE,0
4208,GB,1
4209,DEN,0
4210,MIA,0
4211,CIN,1
4212,ARI,1
4213,DET,1
4214,SD,0
4215,WAS,1
4216,NE,0
4217,HOU,1
4218,CLE,0
4219,IND,1
4220,PIT,0
4221,JAC,0
4222,SF,0
4223,DAL,0
4224,CHI,1
4225,CAR,0
4226,STL,1
4227,GB,0
4228,NYG,0
4229,CIN,0
4230,NYJ,0
4231,NE,0
4232,NO,1
4233,BAL,0
4234,PIT,1
4235,JAC,0
4236,TEN,0
4237,WAS,1
4238,PHI,1
4239,DET,1
4240,OAK,0
4241,SD,0
4242,SEA,1
4243,STL,0
4244,TB,0
4245,MIN,1
4246,KC,1
4247,PIT,1
4248,SEA,1
4249,GB,1
4250,KC,0
4251,GB,0
4252,SEA,0
4253,PIT,0
4254,NE,0
4255,ARI,0
4256,CAR,0
